filename,img_size,target,xmin,ymin,xmax,ymax,boxes,scores,original_filename,original_size
26dc41664_4172_14542.tiff,"(596, 661)",0,4.5676,472.9777,190.5864,591.3495,"[4.5676, 472.9777, 190.5864, 591.3495]",0.9744,26dc41664,"(38160, 42360)"
26dc41664_4172_14542.tiff,"(596, 661)",1,483.5457,0.0,657.8981,206.4515,"[483.5457, 0.0, 657.8981, 206.4515]",0.9443,26dc41664,"(38160, 42360)"
26dc41664_4172_3305.tiff,"(596, 661)",0,5.7172,21.9423,254.2793,245.5772,"[5.7172, 21.9423, 254.2793, 245.5772]",0.9907,26dc41664,"(38160, 42360)"
26dc41664_4172_3966.tiff,"(596, 661)",0,500.01,4.7536,657.66,179.03,"[500.01, 4.7536, 657.66, 179.03]",0.9425,26dc41664,"(38160, 42360)"
26dc41664_4172_4627.tiff,"(596, 661)",0,579.38,0.51573,661.0,152.8,"[579.38, 0.51573, 661.0, 152.8]",0.9957,26dc41664,"(38160, 42360)"
26dc41664_4172_4627.tiff,"(596, 661)",1,246.28,2.4122,447.17,176.82,"[246.28, 2.4122, 447.17, 176.82]",0.9658,26dc41664,"(38160, 42360)"
26dc41664_4172_4627.tiff,"(596, 661)",2,567.35,313.2,659.7,459.08,"[567.35, 313.2, 659.7, 459.08]",0.9657,26dc41664,"(38160, 42360)"
26dc41664_4172_5288.tiff,"(596, 661)",0,1.0727,1.517,103.6692,154.6884,"[1.0727, 1.517, 103.6692, 154.6884]",0.9937,26dc41664,"(38160, 42360)"
26dc41664_4172_5288.tiff,"(596, 661)",1,3.1934,317.8478,118.7903,506.8885,"[3.1934, 317.8478, 118.7903, 506.8885]",0.9883,26dc41664,"(38160, 42360)"
26dc41664_4172_5949.tiff,"(596, 661)",0,51.3474,243.7331,248.4887,455.0062,"[51.3474, 243.7331, 248.4887, 455.0062]",0.9936,26dc41664,"(38160, 42360)"
26dc41664_4172_5949.tiff,"(596, 661)",1,158.4908,485.59,326.0864,594.5219,"[158.4908, 485.59, 326.0864, 594.5219]",0.988,26dc41664,"(38160, 42360)"
26dc41664_4172_6610.tiff,"(596, 661)",0,105.8619,239.3437,324.2542,451.3137,"[105.8619, 239.3437, 324.2542, 451.3137]",0.9891,26dc41664,"(38160, 42360)"
26dc41664_4172_6610.tiff,"(596, 661)",1,521.4446,211.5758,661.0,440.514,"[521.4446, 211.5758, 661.0, 440.514]",0.9855,26dc41664,"(38160, 42360)"
26dc41664_4172_7271.tiff,"(596, 661)",0,0.0,199.4357,109.0733,433.5592,"[0.0, 199.4357, 109.0733, 433.5592]",0.993,26dc41664,"(38160, 42360)"
26dc41664_4172_8593.tiff,"(596, 661)",0,127.17,364.04,294.05,588.77,"[127.17, 364.04, 294.05, 588.77]",0.9918,26dc41664,"(38160, 42360)"
26dc41664_4172_8593.tiff,"(596, 661)",1,5.9645,366.26,102.85,580.13,"[5.9645, 366.26, 102.85, 580.13]",0.9806,26dc41664,"(38160, 42360)"
26dc41664_4172_9915.tiff,"(596, 661)",0,164.659,432.8837,345.7422,592.7546,"[164.659, 432.8837, 345.7422, 592.7546]",0.9921,26dc41664,"(38160, 42360)"
26dc41664_4172_9915.tiff,"(596, 661)",1,511.1029,225.2068,654.423,408.2635,"[511.1029, 225.2068, 654.423, 408.2635]",0.976,26dc41664,"(38160, 42360)"
26dc41664_4768_10576.tiff,"(596, 661)",0,565.097,409.4543,660.7347,572.0098,"[565.097, 409.4543, 660.7347, 572.0098]",0.9767,26dc41664,"(38160, 42360)"
26dc41664_4768_11237.tiff,"(596, 661)",0,551.55,184.36,660.91,370.41,"[551.55, 184.36, 660.91, 370.41]",0.9977,26dc41664,"(38160, 42360)"
26dc41664_4768_11237.tiff,"(596, 661)",1,0.0,407.58,71.555,553.97,"[0.0, 407.58, 71.555, 553.97]",0.9774,26dc41664,"(38160, 42360)"
26dc41664_4768_11237.tiff,"(596, 661)",2,4.1143,172.47,175.97,325.8,"[4.1143, 172.47, 175.97, 325.8]",0.9646,26dc41664,"(38160, 42360)"
26dc41664_4768_11898.tiff,"(596, 661)",0,0.0,180.46,90.334,362.74,"[0.0, 180.46, 90.334, 362.74]",0.9964,26dc41664,"(38160, 42360)"
26dc41664_4768_11898.tiff,"(596, 661)",1,0.37129,476.54,130.19,590.77,"[0.37129, 476.54, 130.19, 590.77]",0.987,26dc41664,"(38160, 42360)"
26dc41664_4768_11898.tiff,"(596, 661)",2,315.71,221.89,500.33,388.62,"[315.71, 221.89, 500.33, 388.62]",0.9334,26dc41664,"(38160, 42360)"
26dc41664_4768_12559.tiff,"(596, 661)",0,433.066,358.6411,627.3136,542.6974,"[433.066, 358.6411, 627.3136, 542.6974]",0.9902,26dc41664,"(38160, 42360)"
26dc41664_4768_13220.tiff,"(596, 661)",0,541.32,26.497,657.3,222.17,"[541.32, 26.497, 657.3, 222.17]",0.9725,26dc41664,"(38160, 42360)"
26dc41664_4768_13881.tiff,"(596, 661)",0,341.91,324.01,527.85,545.47,"[341.91, 324.01, 527.85, 545.47]",0.9758,26dc41664,"(38160, 42360)"
26dc41664_4768_14542.tiff,"(596, 661)",0,13.3345,1.4682,183.8339,84.309,"[13.3345, 1.4682, 183.8339, 84.309]",0.9801,26dc41664,"(38160, 42360)"
26dc41664_4768_14542.tiff,"(596, 661)",1,379.8116,22.2395,585.111,247.7713,"[379.8116, 22.2395, 585.111, 247.7713]",0.9739,26dc41664,"(38160, 42360)"
26dc41664_4768_15203.tiff,"(596, 661)",0,364.605,241.7063,501.793,396.0774,"[364.605, 241.7063, 501.793, 396.0774]",0.9567,26dc41664,"(38160, 42360)"
26dc41664_4768_15203.tiff,"(596, 661)",1,525.0915,377.1277,661.0,557.6313,"[525.0915, 377.1277, 661.0, 557.6313]",0.9504,26dc41664,"(38160, 42360)"
26dc41664_4768_15864.tiff,"(596, 661)",0,0.67602,369.69,75.648,548.92,"[0.67602, 369.69, 75.648, 548.92]",0.9595,26dc41664,"(38160, 42360)"
26dc41664_4768_5949.tiff,"(596, 661)",0,142.09,2.7437,327.16,174.53,"[142.09, 2.7437, 327.16, 174.53]",0.991,26dc41664,"(38160, 42360)"
26dc41664_4768_6610.tiff,"(596, 661)",0,589.1188,297.1558,661.0,490.8431,"[589.1188, 297.1558, 661.0, 490.8431]",0.9968,26dc41664,"(38160, 42360)"
26dc41664_4768_6610.tiff,"(596, 661)",1,596.1296,148.7923,661.0,302.7448,"[596.1296, 148.7923, 661.0, 302.7448]",0.9104,26dc41664,"(38160, 42360)"
26dc41664_4768_7271.tiff,"(596, 661)",0,0.0,268.72,91.77,497.92,"[0.0, 268.72, 91.77, 497.92]",0.9934,26dc41664,"(38160, 42360)"
26dc41664_4768_7271.tiff,"(596, 661)",1,206.87,5.6253,396.84,183.54,"[206.87, 5.6253, 396.84, 183.54]",0.9934,26dc41664,"(38160, 42360)"
26dc41664_4768_7271.tiff,"(596, 661)",2,207.53,257.39,388.25,495.06,"[207.53, 257.39, 388.25, 495.06]",0.9932,26dc41664,"(38160, 42360)"
26dc41664_4768_7271.tiff,"(596, 661)",3,0.0,161.96,52.544,290.09,"[0.0, 161.96, 52.544, 290.09]",0.9693,26dc41664,"(38160, 42360)"
26dc41664_4768_7932.tiff,"(596, 661)",0,397.3515,173.7465,631.2664,365.1555,"[397.3515, 173.7465, 631.2664, 365.1555]",0.9897,26dc41664,"(38160, 42360)"
26dc41664_4768_7932.tiff,"(596, 661)",1,374.4403,453.1356,572.8203,593.1523,"[374.4403, 453.1356, 572.8203, 593.1523]",0.9843,26dc41664,"(38160, 42360)"
26dc41664_4768_8593.tiff,"(596, 661)",0,113.9097,551.3281,240.016,596.0,"[113.9097, 551.3281, 240.016, 596.0]",0.9091,26dc41664,"(38160, 42360)"
26dc41664_4768_9254.tiff,"(596, 661)",0,392.34,387.62,567.69,578.74,"[392.34, 387.62, 567.69, 578.74]",0.9934,26dc41664,"(38160, 42360)"
26dc41664_5364_10576.tiff,"(596, 661)",0,526.9275,343.6449,661.0,576.0537,"[526.9275, 343.6449, 661.0, 576.0537]",0.992,26dc41664,"(38160, 42360)"
26dc41664_5364_10576.tiff,"(596, 661)",1,0.0,125.3402,77.6928,262.7372,"[0.0, 125.3402, 77.6928, 262.7372]",0.9873,26dc41664,"(38160, 42360)"
26dc41664_5364_11237.tiff,"(596, 661)",0,147.39,463.02,333.13,591.53,"[147.39, 463.02, 333.13, 591.53]",0.9941,26dc41664,"(38160, 42360)"
26dc41664_5364_11237.tiff,"(596, 661)",1,0.0,329.55,84.797,528.79,"[0.0, 329.55, 84.797, 528.79]",0.989,26dc41664,"(38160, 42360)"
26dc41664_5364_11237.tiff,"(596, 661)",2,356.15,545.5,534.55,595.4,"[356.15, 545.5, 534.55, 595.4]",0.9371,26dc41664,"(38160, 42360)"
26dc41664_5364_11237.tiff,"(596, 661)",3,608.46,0.0,660.9,33.552,"[608.46, 0.0, 660.9, 33.552]",0.9103,26dc41664,"(38160, 42360)"
26dc41664_5364_11898.tiff,"(596, 661)",0,2.3912,0.20246,123.53,39.927,"[2.3912, 0.20246, 123.53, 39.927]",0.9095,26dc41664,"(38160, 42360)"
26dc41664_5364_12559.tiff,"(596, 661)",0,124.5483,381.8809,309.6435,544.6132,"[124.5483, 381.8809, 309.6435, 544.6132]",0.9771,26dc41664,"(38160, 42360)"
26dc41664_5364_13220.tiff,"(596, 661)",0,8.8605,2.5651,171.35,151.66,"[8.8605, 2.5651, 171.35, 151.66]",0.9754,26dc41664,"(38160, 42360)"
26dc41664_5364_13220.tiff,"(596, 661)",1,418.36,470.35,646.88,593.21,"[418.36, 470.35, 646.88, 593.21]",0.9719,26dc41664,"(38160, 42360)"
26dc41664_5364_13881.tiff,"(596, 661)",0,366.0774,145.6332,561.4798,321.4782,"[366.0774, 145.6332, 561.4798, 321.4782]",0.9918,26dc41664,"(38160, 42360)"
26dc41664_5364_14542.tiff,"(596, 661)",0,400.6916,337.7853,593.278,504.9167,"[400.6916, 337.7853, 593.278, 504.9167]",0.9928,26dc41664,"(38160, 42360)"
26dc41664_5364_15203.tiff,"(596, 661)",0,143.684,439.3219,331.929,595.6287,"[143.684, 439.3219, 331.929, 595.6287]",0.9942,26dc41664,"(38160, 42360)"
26dc41664_5364_15864.tiff,"(596, 661)",0,437.8477,168.7479,618.11,351.8869,"[437.8477, 168.7479, 618.11, 351.8869]",0.9926,26dc41664,"(38160, 42360)"
26dc41664_5364_15864.tiff,"(596, 661)",1,186.2406,269.9538,380.1437,494.7482,"[186.2406, 269.9538, 380.1437, 494.7482]",0.9845,26dc41664,"(38160, 42360)"
26dc41664_5364_15864.tiff,"(596, 661)",2,375.959,455.8488,590.0602,595.0082,"[375.959, 455.8488, 590.0602, 595.0082]",0.9776,26dc41664,"(38160, 42360)"
26dc41664_5364_15864.tiff,"(596, 661)",3,114.9815,548.991,244.4103,595.9656,"[114.9815, 548.991, 244.4103, 595.9656]",0.9365,26dc41664,"(38160, 42360)"
26dc41664_5364_3966.tiff,"(596, 661)",0,3.7669,388.081,136.6037,593.6287,"[3.7669, 388.081, 136.6037, 593.6287]",0.9543,26dc41664,"(38160, 42360)"
26dc41664_5364_7271.tiff,"(596, 661)",0,0.0909,45.381,65.076,224.66,"[0.0909, 45.381, 65.076, 224.66]",0.9793,26dc41664,"(38160, 42360)"
26dc41664_5364_7271.tiff,"(596, 661)",1,314.92,16.94,457.63,125.6,"[314.92, 16.94, 457.63, 125.6]",0.9609,26dc41664,"(38160, 42360)"
26dc41664_5364_7932.tiff,"(596, 661)",0,192.98,266.11,362.91,487.93,"[192.98, 266.11, 362.91, 487.93]",0.9907,26dc41664,"(38160, 42360)"
26dc41664_5364_7932.tiff,"(596, 661)",1,407.72,0.0,550.58,45.813,"[407.72, 0.0, 550.58, 45.813]",0.9881,26dc41664,"(38160, 42360)"
26dc41664_5364_7932.tiff,"(596, 661)",2,284.42,137.08,463.35,308.29,"[284.42, 137.08, 463.35, 308.29]",0.9856,26dc41664,"(38160, 42360)"
26dc41664_5364_8593.tiff,"(596, 661)",0,79.81,0.0,267.22,156.88,"[79.81, 0.0, 267.22, 156.88]",0.9816,26dc41664,"(38160, 42360)"
26dc41664_5364_8593.tiff,"(596, 661)",1,418.05,200.45,558.37,422.17,"[418.05, 200.45, 558.37, 422.17]",0.9811,26dc41664,"(38160, 42360)"
26dc41664_5364_8593.tiff,"(596, 661)",2,487.86,27.299,647.72,218.47,"[487.86, 27.299, 647.72, 218.47]",0.9691,26dc41664,"(38160, 42360)"
26dc41664_5364_9254.tiff,"(596, 661)",0,2.7276,199.0179,184.3485,406.5312,"[2.7276, 199.0179, 184.3485, 406.5312]",0.989,26dc41664,"(38160, 42360)"
26dc41664_5364_9254.tiff,"(596, 661)",1,190.3176,553.0657,335.9878,596.0,"[190.3176, 553.0657, 335.9878, 596.0]",0.9323,26dc41664,"(38160, 42360)"
26dc41664_5364_9915.tiff,"(596, 661)",0,537.935,110.1026,660.0533,271.1072,"[537.935, 110.1026, 660.0533, 271.1072]",0.9883,26dc41664,"(38160, 42360)"
26dc41664_5960_11237.tiff,"(596, 661)",0,37.024,89.976,259.58,266.43,"[37.024, 89.976, 259.58, 266.43]",0.9908,26dc41664,"(38160, 42360)"
26dc41664_5960_11237.tiff,"(596, 661)",1,331.33,0.87277,526.36,144.23,"[331.33, 0.87277, 526.36, 144.23]",0.9901,26dc41664,"(38160, 42360)"
26dc41664_5960_11898.tiff,"(596, 661)",0,454.1921,357.651,642.6,589.8392,"[454.1921, 357.651, 642.6, 589.8392]",0.9947,26dc41664,"(38160, 42360)"
26dc41664_5960_11898.tiff,"(596, 661)",1,214.1382,443.014,364.3802,588.1977,"[214.1382, 443.014, 364.3802, 588.1977]",0.9449,26dc41664,"(38160, 42360)"
26dc41664_5960_13220.tiff,"(596, 661)",0,10.731,245.44,219.97,400.37,"[10.731, 245.44, 219.97, 400.37]",0.9915,26dc41664,"(38160, 42360)"
26dc41664_5960_13220.tiff,"(596, 661)",1,353.93,260.44,538.07,423.94,"[353.93, 260.44, 538.07, 423.94]",0.971,26dc41664,"(38160, 42360)"
26dc41664_5960_13220.tiff,"(596, 661)",2,568.42,1.833,659.73,104.2,"[568.42, 1.833, 659.73, 104.2]",0.9397,26dc41664,"(38160, 42360)"
26dc41664_5960_13220.tiff,"(596, 661)",3,203.86,414.47,358.81,565.8,"[203.86, 414.47, 358.81, 565.8]",0.9373,26dc41664,"(38160, 42360)"
26dc41664_5960_14542.tiff,"(596, 661)",0,18.819,143.0,218.96,329.27,"[18.819, 143.0, 218.96, 329.27]",0.9816,26dc41664,"(38160, 42360)"
26dc41664_5960_14542.tiff,"(596, 661)",1,346.43,248.87,545.75,437.59,"[346.43, 248.87, 545.75, 437.59]",0.9633,26dc41664,"(38160, 42360)"
26dc41664_5960_15864.tiff,"(596, 661)",0,2.3921,470.08,163.26,593.89,"[2.3921, 470.08, 163.26, 593.89]",0.9834,26dc41664,"(38160, 42360)"
26dc41664_5960_15864.tiff,"(596, 661)",1,492.93,148.84,657.42,339.56,"[492.93, 148.84, 657.42, 339.56]",0.9735,26dc41664,"(38160, 42360)"
26dc41664_5960_15864.tiff,"(596, 661)",2,100.23,2.6119,277.43,102.55,"[100.23, 2.6119, 277.43, 102.55]",0.9394,26dc41664,"(38160, 42360)"
26dc41664_5960_16525.tiff,"(596, 661)",0,211.083,390.2018,331.2441,535.6235,"[211.083, 390.2018, 331.2441, 535.6235]",0.9671,26dc41664,"(38160, 42360)"
26dc41664_5960_8593.tiff,"(596, 661)",0,142.2991,303.7171,343.5327,487.1159,"[142.2991, 303.7171, 343.5327, 487.1159]",0.9942,26dc41664,"(38160, 42360)"
26dc41664_5960_8593.tiff,"(596, 661)",1,103.0479,515.8237,316.5518,596.0,"[103.0479, 515.8237, 316.5518, 596.0]",0.9814,26dc41664,"(38160, 42360)"
26dc41664_5960_9254.tiff,"(596, 661)",0,21.763,202.9331,274.8524,428.6522,"[21.763, 202.9331, 274.8524, 428.6522]",0.9954,26dc41664,"(38160, 42360)"
26dc41664_5960_9254.tiff,"(596, 661)",1,243.802,373.7519,452.7427,572.0833,"[243.802, 373.7519, 452.7427, 572.0833]",0.9914,26dc41664,"(38160, 42360)"
26dc41664_5960_9254.tiff,"(596, 661)",2,181.8805,0.8728,330.6626,81.6247,"[181.8805, 0.8728, 330.6626, 81.6247]",0.9841,26dc41664,"(38160, 42360)"
26dc41664_596_3305.tiff,"(596, 661)",0,528.1315,104.6891,660.2182,214.6608,"[528.1315, 104.6891, 660.2182, 214.6608]",0.923,26dc41664,"(38160, 42360)"
26dc41664_596_3966.tiff,"(596, 661)",0,24.4988,443.2566,245.2599,593.9642,"[24.4988, 443.2566, 245.2599, 593.9642]",0.983,26dc41664,"(38160, 42360)"
26dc41664_596_3966.tiff,"(596, 661)",1,363.7805,284.0265,516.7378,424.0879,"[363.7805, 284.0265, 516.7378, 424.0879]",0.963,26dc41664,"(38160, 42360)"
26dc41664_596_4627.tiff,"(596, 661)",0,0.52097,294.26,98.518,583.62,"[0.52097, 294.26, 98.518, 583.62]",0.9318,26dc41664,"(38160, 42360)"
26dc41664_6556_10576.tiff,"(596, 661)",0,1.0129,221.3,123.24,381.41,"[1.0129, 221.3, 123.24, 381.41]",0.9872,26dc41664,"(38160, 42360)"
26dc41664_6556_13220.tiff,"(596, 661)",0,459.8943,307.5065,657.1311,491.0849,"[459.8943, 307.5065, 657.1311, 491.0849]",0.922,26dc41664,"(38160, 42360)"
26dc41664_6556_13881.tiff,"(596, 661)",0,1.1674,307.59,85.724,482.8,"[1.1674, 307.59, 85.724, 482.8]",0.9911,26dc41664,"(38160, 42360)"
26dc41664_6556_13881.tiff,"(596, 661)",1,536.36,63.815,661.0,305.45,"[536.36, 63.815, 661.0, 305.45]",0.9667,26dc41664,"(38160, 42360)"
26dc41664_6556_13881.tiff,"(596, 661)",2,131.14,5.208,371.48,141.87,"[131.14, 5.208, 371.48, 141.87]",0.9645,26dc41664,"(38160, 42360)"
26dc41664_6556_14542.tiff,"(596, 661)",0,2.4845,58.0749,121.3988,250.8886,"[2.4845, 58.0749, 121.3988, 250.8886]",0.9956,26dc41664,"(38160, 42360)"
26dc41664_6556_15203.tiff,"(596, 661)",0,573.041,465.3772,661.0,593.0776,"[573.041, 465.3772, 661.0, 593.0776]",0.9949,26dc41664,"(38160, 42360)"
26dc41664_6556_15203.tiff,"(596, 661)",1,5.5296,516.2855,161.2083,595.3647,"[5.5296, 516.2855, 161.2083, 595.3647]",0.9572,26dc41664,"(38160, 42360)"
26dc41664_6556_15864.tiff,"(596, 661)",0,1.7333,130.1606,145.6916,291.2701,"[1.7333, 130.1606, 145.6916, 291.2701]",0.9912,26dc41664,"(38160, 42360)"
26dc41664_6556_15864.tiff,"(596, 661)",1,559.7395,14.3119,658.2723,220.7503,"[559.7395, 14.3119, 658.2723, 220.7503]",0.9798,26dc41664,"(38160, 42360)"
26dc41664_6556_15864.tiff,"(596, 661)",2,2.2563,395.295,113.8807,586.8879,"[2.2563, 395.295, 113.8807, 586.8879]",0.9724,26dc41664,"(38160, 42360)"
26dc41664_6556_16525.tiff,"(596, 661)",0,412.45,466.85,643.98,596.0,"[412.45, 466.85, 643.98, 596.0]",0.9905,26dc41664,"(38160, 42360)"
26dc41664_6556_16525.tiff,"(596, 661)",1,0.99819,11.797,100.1,198.15,"[0.99819, 11.797, 100.1, 198.15]",0.9882,26dc41664,"(38160, 42360)"
26dc41664_6556_16525.tiff,"(596, 661)",2,504.32,152.89,658.11,334.71,"[504.32, 152.89, 658.11, 334.71]",0.9855,26dc41664,"(38160, 42360)"
26dc41664_6556_16525.tiff,"(596, 661)",3,252.62,427.5,424.94,596.0,"[252.62, 427.5, 424.94, 596.0]",0.9647,26dc41664,"(38160, 42360)"
26dc41664_6556_17186.tiff,"(596, 661)",0,176.1538,93.4846,367.8843,280.4421,"[176.1538, 93.4846, 367.8843, 280.4421]",0.9914,26dc41664,"(38160, 42360)"
26dc41664_6556_17186.tiff,"(596, 661)",1,51.3102,501.4839,230.8861,595.0044,"[51.3102, 501.4839, 230.8861, 595.0044]",0.9827,26dc41664,"(38160, 42360)"
26dc41664_6556_17186.tiff,"(596, 661)",2,344.2431,309.3959,536.9328,495.8291,"[344.2431, 309.3959, 536.9328, 495.8291]",0.9811,26dc41664,"(38160, 42360)"
26dc41664_6556_17186.tiff,"(596, 661)",3,469.4374,537.0687,648.4344,596.0,"[469.4374, 537.0687, 648.4344, 596.0]",0.9162,26dc41664,"(38160, 42360)"
26dc41664_7152_12559.tiff,"(596, 661)",0,456.5811,84.1747,661.0,293.7148,"[456.5811, 84.1747, 661.0, 293.7148]",0.9621,26dc41664,"(38160, 42360)"
26dc41664_7152_12559.tiff,"(596, 661)",1,240.0142,298.0207,503.2859,487.0235,"[240.0142, 298.0207, 503.2859, 487.0235]",0.9439,26dc41664,"(38160, 42360)"
26dc41664_7152_13220.tiff,"(596, 661)",0,131.48,2.7537,340.46,197.33,"[131.48, 2.7537, 340.46, 197.33]",0.9927,26dc41664,"(38160, 42360)"
26dc41664_7152_13220.tiff,"(596, 661)",1,183.59,431.02,365.87,596.0,"[183.59, 431.02, 365.87, 596.0]",0.9874,26dc41664,"(38160, 42360)"
26dc41664_7152_13220.tiff,"(596, 661)",2,474.78,168.48,653.65,351.66,"[474.78, 168.48, 653.65, 351.66]",0.9866,26dc41664,"(38160, 42360)"
26dc41664_7152_13220.tiff,"(596, 661)",3,43.512,331.1,220.27,509.91,"[43.512, 331.1, 220.27, 509.91]",0.9641,26dc41664,"(38160, 42360)"
26dc41664_7152_13881.tiff,"(596, 661)",0,530.97,192.74,659.66,409.88,"[530.97, 192.74, 659.66, 409.88]",0.9778,26dc41664,"(38160, 42360)"
26dc41664_7152_13881.tiff,"(596, 661)",1,560.97,439.87,661.0,593.11,"[560.97, 439.87, 661.0, 593.11]",0.9574,26dc41664,"(38160, 42360)"
26dc41664_7152_14542.tiff,"(596, 661)",0,0.99178,438.39,99.952,592.42,"[0.99178, 438.39, 99.952, 592.42]",0.9909,26dc41664,"(38160, 42360)"
26dc41664_7152_14542.tiff,"(596, 661)",1,572.09,203.57,661.0,367.52,"[572.09, 203.57, 661.0, 367.52]",0.9849,26dc41664,"(38160, 42360)"
26dc41664_7152_15203.tiff,"(596, 661)",0,0.70301,160.73,139.53,353.92,"[0.70301, 160.73, 139.53, 353.92]",0.9966,26dc41664,"(38160, 42360)"
26dc41664_7152_15203.tiff,"(596, 661)",1,0.56443,1.6534,135.58,109.86,"[0.56443, 1.6534, 135.58, 109.86]",0.9956,26dc41664,"(38160, 42360)"
26dc41664_7152_15864.tiff,"(596, 661)",0,242.28,419.21,474.37,592.85,"[242.28, 419.21, 474.37, 592.85]",0.9718,26dc41664,"(38160, 42360)"
26dc41664_7152_16525.tiff,"(596, 661)",0,422.52,280.97,651.33,468.9,"[422.52, 280.97, 651.33, 468.9]",0.99,26dc41664,"(38160, 42360)"
26dc41664_7152_16525.tiff,"(596, 661)",1,408.77,1.5472,643.94,78.655,"[408.77, 1.5472, 643.94, 78.655]",0.9868,26dc41664,"(38160, 42360)"
26dc41664_7152_16525.tiff,"(596, 661)",2,255.44,245.73,400.33,381.58,"[255.44, 245.73, 400.33, 381.58]",0.9855,26dc41664,"(38160, 42360)"
26dc41664_7152_17186.tiff,"(596, 661)",0,442.24,0.0,655.06,162.29,"[442.24, 0.0, 655.06, 162.29]",0.9922,26dc41664,"(38160, 42360)"
26dc41664_7152_17186.tiff,"(596, 661)",1,183.43,179.47,375.3,393.21,"[183.43, 179.47, 375.3, 393.21]",0.9917,26dc41664,"(38160, 42360)"
26dc41664_7152_17186.tiff,"(596, 661)",2,86.741,415.52,264.88,592.87,"[86.741, 415.52, 264.88, 592.87]",0.9904,26dc41664,"(38160, 42360)"
26dc41664_7152_17186.tiff,"(596, 661)",3,73.684,0.36184,227.74,68.641,"[73.684, 0.36184, 227.74, 68.641]",0.9895,26dc41664,"(38160, 42360)"
26dc41664_7152_4627.tiff,"(596, 661)",0,5.3404,0.0,162.97,70.058,"[5.3404, 0.0, 162.97, 70.058]",0.901,26dc41664,"(38160, 42360)"
26dc41664_7748_11898.tiff,"(596, 661)",0,627.75,210.66,661.0,327.69,"[627.75, 210.66, 661.0, 327.69]",0.9388,26dc41664,"(38160, 42360)"
26dc41664_7748_12559.tiff,"(596, 661)",0,278.47,142.93,486.01,336.23,"[278.47, 142.93, 486.01, 336.23]",0.9929,26dc41664,"(38160, 42360)"
26dc41664_7748_12559.tiff,"(596, 661)",1,456.69,368.82,605.85,520.76,"[456.69, 368.82, 605.85, 520.76]",0.9635,26dc41664,"(38160, 42360)"
26dc41664_7748_13220.tiff,"(596, 661)",0,11.289,175.07,251.39,376.82,"[11.289, 175.07, 251.39, 376.82]",0.9909,26dc41664,"(38160, 42360)"
26dc41664_7748_13220.tiff,"(596, 661)",1,250.59,255.42,500.45,451.46,"[250.59, 255.42, 500.45, 451.46]",0.97,26dc41664,"(38160, 42360)"
26dc41664_7748_13881.tiff,"(596, 661)",0,491.4037,238.7928,660.3078,423.8057,"[491.4037, 238.7928, 660.3078, 423.8057]",0.9948,26dc41664,"(38160, 42360)"
26dc41664_7748_13881.tiff,"(596, 661)",1,458.7014,441.4118,653.8708,592.384,"[458.7014, 441.4118, 653.8708, 592.384]",0.9914,26dc41664,"(38160, 42360)"
26dc41664_7748_13881.tiff,"(596, 661)",2,2.2425,324.5004,172.2934,491.0224,"[2.2425, 324.5004, 172.2934, 491.0224]",0.9751,26dc41664,"(38160, 42360)"
26dc41664_7748_13881.tiff,"(596, 661)",3,552.5703,0.0,661.0,45.4267,"[552.5703, 0.0, 661.0, 45.4267]",0.9273,26dc41664,"(38160, 42360)"
26dc41664_7748_14542.tiff,"(596, 661)",0,2.2971,236.08,78.588,377.22,"[2.2971, 236.08, 78.588, 377.22]",0.9306,26dc41664,"(38160, 42360)"
26dc41664_7748_14542.tiff,"(596, 661)",1,178.03,533.89,306.77,594.51,"[178.03, 533.89, 306.77, 594.51]",0.9236,26dc41664,"(38160, 42360)"
26dc41664_8344_13220.tiff,"(596, 661)",0,167.4526,435.3701,416.9372,596.0,"[167.4526, 435.3701, 416.9372, 596.0]",0.9965,26dc41664,"(38160, 42360)"
26dc41664_8344_13881.tiff,"(596, 661)",0,195.3075,316.168,429.8224,517.0389,"[195.3075, 316.168, 429.8224, 517.0389]",0.9971,26dc41664,"(38160, 42360)"
26dc41664_8344_13881.tiff,"(596, 661)",1,516.954,98.6796,656.6237,282.4102,"[516.954, 98.6796, 656.6237, 282.4102]",0.9251,26dc41664,"(38160, 42360)"
26dc41664_8344_14542.tiff,"(596, 661)",0,168.45,0.0,291.63,47.328,"[168.45, 0.0, 291.63, 47.328]",0.9652,26dc41664,"(38160, 42360)"
26dc41664_8344_14542.tiff,"(596, 661)",1,18.277,372.97,211.62,562.04,"[18.277, 372.97, 211.62, 562.04]",0.9554,26dc41664,"(38160, 42360)"
26dc41664_8344_14542.tiff,"(596, 661)",2,1.9481,98.54,95.623,268.01,"[1.9481, 98.54, 95.623, 268.01]",0.9484,26dc41664,"(38160, 42360)"
26dc41664_8344_15864.tiff,"(596, 661)",0,414.5345,519.4487,587.2626,595.3669,"[414.5345, 519.4487, 587.2626, 595.3669]",0.9915,26dc41664,"(38160, 42360)"
26dc41664_8344_15864.tiff,"(596, 661)",1,5.772,339.5543,230.5969,501.2965,"[5.772, 339.5543, 230.5969, 501.2965]",0.9873,26dc41664,"(38160, 42360)"
26dc41664_8344_16525.tiff,"(596, 661)",0,338.96,312.37,532.12,484.58,"[338.96, 312.37, 532.12, 484.58]",0.9957,26dc41664,"(38160, 42360)"
